CHROM,START,END,N_SNPs,TajD,Gene,Type,Population,Continent,Subsistence
1,248738000,248738000,0,nan,OR2T34,SENS,BaKiga,Africa,Farmer
1,248757000,248757000,0,nan,OR2T10,SENS,BaKiga,Africa,Farmer
1,248790000,248790000,1,1.51825,OR2T11,SENS,BaKiga,Africa,Farmer
1,248814000,248814000,4,1.74832,OR2T27,SENS,BaKiga,Africa,Farmer
1,248845000,248845000,7,1.9111,OR14I1,SENS,BaKiga,Africa,Farmer
2,240969000,240969000,9,-1.06945,OR6B2,SENS,BaKiga,Africa,Farmer
2,240985000,240985000,3,-0.0115761,OR6B3,SENS,BaKiga,Africa,Farmer
3,97784000,97784000,3,0.969301,OR5AC1P,SENS,BaKiga,Africa,Farmer
3,97824000,97824000,0,nan,OR5AC4P,SENS,BaKiga,Africa,Farmer
3,97852000,97852000,5,0.286067,OR5H1,SENS,BaKiga,Africa,Farmer
3,97869000,97869000,2,-0.553719,OR5H14,SENS,BaKiga,Africa,Farmer
3,97888000,97888000,4,1.52608,OR5H15,SENS,BaKiga,Africa,Farmer
3,97927000,97927000,3,-1.57794,OR5H3P,SENS,BaKiga,Africa,Farmer
3,97941000,97941000,0,nan,OR5H4P,SENS,BaKiga,Africa,Farmer
3,97958000,97958000,0,nan,OR5H7P,SENS,BaKiga,Africa,Farmer
3,97984000,97984000,1,-1.09883,OR5H6,SENS,BaKiga,Africa,Farmer
3,98002000,98002000,5,-0.296856,OR5H2,SENS,BaKiga,Africa,Farmer
3,98031000,98031000,12,1.60549,OR5H8P,SENS,BaKiga,Africa,Farmer
3,98073000,98073000,4,-0.936759,OR5K4,SENS,BaKiga,Africa,Farmer
3,98110000,98110000,4,-0.848595,OR5K3,SENS,BaKiga,Africa,Farmer
3,98189000,98189000,1,-0.459764,OR5K1,SENS,BaKiga,Africa,Farmer
3,98217000,98217000,2,-0.758489,OR5K2,SENS,BaKiga,Africa,Farmer
5,9630000,9630000,4,-1.85279,TAS2R1,SENS,BaKiga,Africa,Farmer
5,101152000,101152000,0,nan,OR7H2P,SENS,BaKiga,Africa,Farmer
5,175434000,175434000,0,nan,OR1X1P,SENS,BaKiga,Africa,Farmer
5,177264000,177264000,0,nan,OR1X5P,SENS,BaKiga,Africa,Farmer
5,180120000,180120000,0,nan,OR2AI1P,SENS,BaKiga,Africa,Farmer
5,180167000,180167000,0,nan,OR2Y1,SENS,BaKiga,Africa,Farmer
6,27880000,27880000,0,nan,OR2B2,SENS,BaKiga,Africa,Farmer
6,27906000,27906000,0,nan,OR2W6P,SENS,BaKiga,Africa,Farmer
6,27945000,27945000,0,nan,OR2W4P,SENS,BaKiga,Africa,Farmer
6,28002000,28002000,0,nan,OR2W2P,SENS,BaKiga,Africa,Farmer
6,28015000,28015000,0,nan,OR2B7P,SENS,BaKiga,Africa,Farmer
6,28042000,28042000,0,nan,OR1F12,SENS,BaKiga,Africa,Farmer
6,29237000,29237000,0,nan,OR2U2P,SENS,BaKiga,Africa,Farmer
6,29275000,29275000,0,nan,OR14J1,SENS,BaKiga,Africa,Farmer
6,132022000,132022000,1,1.46886,OR2A4,SENS,BaKiga,Africa,Farmer
7,99474000,99474000,6,-0.367298,OR2AE1,SENS,BaKiga,Africa,Farmer
7,128413000,128413000,0,nan,OPN1SW,SENS,BaKiga,Africa,Farmer
7,128414000,128414000,0,nan,OPN1SW,SENS,BaKiga,Africa,Farmer
7,128415000,128415000,0,nan,OPN1SW,SENS,BaKiga,Africa,Farmer
7,141464000,141464000,2,-0.738305,TAS2R3,SENS,BaKiga,Africa,Farmer
7,141477000,141477000,0,nan,TAS2R4,SENS,BaKiga,Africa,Farmer
7,141478000,141478000,5,-0.730016,TAS2R4,SENS,BaKiga,Africa,Farmer
7,141479000,141479000,0,nan,TAS2R4,SENS,BaKiga,Africa,Farmer
7,141479000,141479000,0,nan,TAS2R4,SENS,BaKiga,Africa,Farmer
7,141480000,141480000,0,nan,TAS2R4,SENS,BaKiga,Africa,Farmer
7,141481000,141481000,0,nan,TAS2R24,SENS,BaKiga,Africa,Farmer
7,141491000,141491000,1,-0.057778,TAS2R5,SENS,BaKiga,Africa,Farmer
7,141563000,141563000,0,nan,OR9A3P,SENS,BaKiga,Africa,Farmer
7,141587000,141587000,0,nan,OR9A1P,SENS,BaKiga,Africa,Farmer
7,141619000,141619000,4,-1.14358,OR9A4,SENS,BaKiga,Africa,Farmer
7,141673000,141673000,3,-0.333268,TAS2R38,SENS,BaKiga,Africa,Farmer
7,142724000,142724000,2,-0.282795,OR9A2,SENS,BaKiga,Africa,Farmer
7,142750000,142750000,3,-0.536411,OR6V1,SENS,BaKiga,Africa,Farmer
7,142760000,142760000,0,nan,OR6W1P,SENS,BaKiga,Africa,Farmer
7,142881000,142881000,0,nan,TAS2R39,SENS,BaKiga,Africa,Farmer
7,142920000,142920000,0,nan,TAS2R40,SENS,BaKiga,Africa,Farmer
7,143135000,143135000,0,nan,EPHA1-AS1,SENS,BaKiga,Africa,Farmer
7,143141000,143141000,3,0.0996687,TAS2R60,SENS,BaKiga,Africa,Farmer
7,143175000,143175000,2,-0.458704,TAS2R41,SENS,BaKiga,Africa,Farmer
7,143633000,143633000,2,0.120815,OR2F2,SENS,BaKiga,Africa,Farmer
7,143658000,143658000,0,nan,OR2F1,SENS,BaKiga,Africa,Farmer
7,143678000,143678000,0,nan,OR2Q1P,SENS,BaKiga,Africa,Farmer
7,143702000,143702000,0,nan,OR6B1,SENS,BaKiga,Africa,Farmer
7,143748000,143748000,4,1.57522,OR2A5,SENS,BaKiga,Africa,Farmer
7,143772000,143772000,1,-0.651472,OR2A25,SENS,BaKiga,Africa,Farmer
7,143793000,143793000,1,-0.651472,OR2A12,SENS,BaKiga,Africa,Farmer
7,143807000,143807000,5,0.420095,OR2A2,SENS,BaKiga,Africa,Farmer
7,143816000,143816000,0,nan,OR2A15P,SENS,BaKiga,Africa,Farmer
7,143827000,143827000,0,nan,OR2A14,SENS,BaKiga,Africa,Farmer
7,143840000,143840000,0,nan,OR2A13P,SENS,BaKiga,Africa,Farmer
7,143855000,143855000,1,-1.09439,OR2A3P,SENS,BaKiga,Africa,Farmer
7,143874000,143874000,0,nan,OR2AO1P,SENS,BaKiga,Africa,Farmer
7,143948000,143948000,0,nan,OR2A20P,SENS,BaKiga,Africa,Farmer
7,143956000,143956000,5,-0.74728,OR2A7,SENS,BaKiga,Africa,Farmer
7,143997000,143997000,0,nan,OR2A9P,SENS,BaKiga,Africa,Farmer
9,35958000,35958000,0,nan,OR2S2,SENS,BaKiga,Africa,Farmer
9,35992000,35992000,0,nan,OR13C6P,SENS,BaKiga,Africa,Farmer
9,36003000,36003000,12,0.0331299,OR13C7P,SENS,BaKiga,Africa,Farmer
9,36014000,36014000,0,nan,OR2S1P,SENS,BaKiga,Africa,Farmer
9,92979000,92979000,0,nan,OR7E31P,SENS,BaKiga,Africa,Farmer
9,92995000,92995000,0,nan,OR7E116P,SENS,BaKiga,Africa,Farmer
9,93505000,93505000,0,nan,OR7E109P,SENS,BaKiga,Africa,Farmer
9,93514000,93514000,0,nan,OR7E108P,SENS,BaKiga,Africa,Farmer
9,107267000,107267000,3,1.02048,OR13F1,SENS,BaKiga,Africa,Farmer
9,107289000,107289000,1,-1.09883,OR13C4,SENS,BaKiga,Africa,Farmer
9,107299000,107299000,1,0.0977185,OR13C3,SENS,BaKiga,Africa,Farmer
9,107332000,107332000,1,-1.09883,OR13C8,SENS,BaKiga,Africa,Farmer
9,107353000,107353000,0,nan,OR13D2P,SENS,BaKiga,Africa,Farmer
9,107361000,107361000,15,2.19186,OR13C5,SENS,BaKiga,Africa,Farmer
9,107367000,107367000,10,0.515284,OR13C2,SENS,BaKiga,Africa,Farmer
9,107380000,107380000,9,-0.0110034,OR13C9,SENS,BaKiga,Africa,Farmer
9,107393000,107393000,0,nan,OR13I1P,SENS,BaKiga,Africa,Farmer
9,107457000,107457000,5,1.40888,OR13D1,SENS,BaKiga,Africa,Farmer
9,107485000,107485000,0,nan,OR13D3P,SENS,BaKiga,Africa,Farmer
9,114090000,114090000,5,-0.898171,OR2K2,SENS,BaKiga,Africa,Farmer
9,125240000,125240000,2,-0.887975,OR1J1,SENS,BaKiga,Africa,Farmer
9,125274000,125274000,0,nan,OR1J2,SENS,BaKiga,Africa,Farmer
9,125282000,125282000,0,nan,OR1J4,SENS,BaKiga,Africa,Farmer
9,125289000,125289000,4,0.212477,OR1N1,SENS,BaKiga,Africa,Farmer
9,125316000,125316000,5,2.30263,OR1N2,SENS,BaKiga,Africa,Farmer
9,125330000,125330000,8,0.972905,OR1L8,SENS,BaKiga,Africa,Farmer
9,125371000,125371000,0,nan,OR1H1P,SENS,BaKiga,Africa,Farmer
9,125391000,125391000,6,0.851307,OR1B1,SENS,BaKiga,Africa,Farmer
9,125424000,125424000,8,-0.0421739,OR1L1,SENS,BaKiga,Africa,Farmer
9,125438000,125438000,3,-0.154276,OR1L3,SENS,BaKiga,Africa,Farmer
9,125487000,125487000,1,-1.08977,OR1L4,SENS,BaKiga,Africa,Farmer
9,125513000,125513000,0,nan,OR1L6,SENS,BaKiga,Africa,Farmer
11,4389000,4389000,0,nan,OR52B4,SENS,BaKiga,Africa,Farmer
11,4400000,4400000,0,nan,OR52B3P,SENS,BaKiga,Africa,Farmer
11,4440000,4440000,0,nan,OR51R1P,SENS,BaKiga,Africa,Farmer
11,4453000,4453000,0,nan,OR52P2P,SENS,BaKiga,Africa,Farmer
11,4471000,4471000,6,-0.0406466,OR52K2,SENS,BaKiga,Africa,Farmer
11,4511000,4511000,0,nan,OR52K1,SENS,BaKiga,Africa,Farmer
11,4537000,4537000,0,nan,OR52M2P,SENS,BaKiga,Africa,Farmer
11,4567000,4567000,3,0.375362,OR52M1,SENS,BaKiga,Africa,Farmer
11,4609000,4609000,0,nan,OR52I2,SENS,BaKiga,Africa,Farmer
11,4616000,4616000,4,-1.75159,OR52I1,SENS,BaKiga,Africa,Farmer
11,4674000,4674000,1,0.601882,OR51E1,SENS,BaKiga,Africa,Farmer
11,4703000,4703000,8,-0.589057,OR51E2,SENS,BaKiga,Africa,Farmer
11,4712000,4712000,0,nan,OR51C1P,SENS,BaKiga,Africa,Farmer
11,4731000,4731000,0,nan,OR51F5P,SENS,BaKiga,Africa,Farmer
11,4740000,4740000,0,nan,OR51C4P,SENS,BaKiga,Africa,Farmer
11,4758000,4758000,0,nan,OR51F3P,SENS,BaKiga,Africa,Farmer
11,4774000,4774000,0,nan,OR51F4P,SENS,BaKiga,Africa,Farmer
11,4791000,4791000,2,-0.86159,OR51F1,SENS,BaKiga,Africa,Farmer
11,4808000,4808000,0,nan,OR51N1P,SENS,BaKiga,Africa,Farmer
11,4815000,4815000,0,nan,OR52Y1P,SENS,BaKiga,Africa,Farmer
11,4825000,4825000,7,-0.589987,OR52R1,SENS,BaKiga,Africa,Farmer
11,4843000,4843000,1,-0.459764,OR51F2,SENS,BaKiga,Africa,Farmer
11,4854000,4854000,0,nan,OR51A8P,SENS,BaKiga,Africa,Farmer
11,4870000,4870000,7,-0.696914,OR51S1,SENS,BaKiga,Africa,Farmer
11,4881000,4881000,6,-1.37675,OR51H1,SENS,BaKiga,Africa,Farmer
11,4898000,4898000,0,nan,OR51H2P,SENS,BaKiga,Africa,Farmer
11,4904000,4904000,1,-0.876742,OR51T1,SENS,BaKiga,Africa,Farmer
11,4911000,4911000,0,nan,OR51A6P,SENS,BaKiga,Africa,Farmer
11,4929000,4929000,2,-1.16809,OR51A7,SENS,BaKiga,Africa,Farmer
11,4936000,4936000,6,-0.86512,OR51G2,SENS,BaKiga,Africa,Farmer
11,4945000,4945000,6,-0.643677,OR51G1,SENS,BaKiga,Africa,Farmer
11,4959000,4959000,0,nan,OR51A3P,SENS,BaKiga,Africa,Farmer
11,4968000,4968000,1,1.61135,OR51A4,SENS,BaKiga,Africa,Farmer
11,4995000,4995000,0,nan,OR51A5P,SENS,BaKiga,Africa,Farmer
11,5021000,5021000,1,-1.09439,OR51L1,SENS,BaKiga,Africa,Farmer
11,5037000,5037000,0,nan,OR51P1P,SENS,BaKiga,Africa,Farmer
11,5059000,5059000,0,nan,OR52J2P,SENS,BaKiga,Africa,Farmer
11,5068000,5068000,5,1.38493,OR52J3,SENS,BaKiga,Africa,Farmer
11,5080000,5080000,9,-0.00411758,OR52E2,SENS,BaKiga,Africa,Farmer
11,5091000,5091000,4,-1.14977,OR52E1P,SENS,BaKiga,Africa,Farmer
11,5098000,5098000,0,nan,OR52S1P,SENS,BaKiga,Africa,Farmer
11,5114000,5114000,0,nan,OR52E3P,SENS,BaKiga,Africa,Farmer
11,5126000,5126000,0,nan,OR52J1P,SENS,BaKiga,Africa,Farmer
11,5142000,5142000,5,1.06947,OR52A4,SENS,BaKiga,Africa,Farmer
11,5153000,5153000,2,-1.45717,OR52A5,SENS,BaKiga,Africa,Farmer
11,5173000,5173000,1,-1.09883,OR52A1,SENS,BaKiga,Africa,Farmer
11,5192000,5192000,0,nan,OR51A1P,SENS,BaKiga,Africa,Farmer
11,5199000,5199000,13,0.691258,OR52Z1P,SENS,BaKiga,Africa,Farmer
11,5221000,5221000,9,-0.69338,OR51V1,SENS,BaKiga,Africa,Farmer
11,5313000,5313000,0,nan,OR51AB1P,SENS,BaKiga,Africa,Farmer
11,5323000,5323000,3,0.407484,OR51B4,SENS,BaKiga,Africa,Farmer
11,5336000,5336000,0,nan,OR51B3P,SENS,BaKiga,Africa,Farmer
11,5345000,5345000,4,1.79913,OR51B2,SENS,BaKiga,Africa,Farmer
11,5352000,5352000,0,nan,OR51B8P,SENS,BaKiga,Africa,Farmer
11,5364000,5364000,9,0.715082,OR51B5,SENS,BaKiga,Africa,Farmer
11,5373000,5373000,15,2.42239,OR51B6,SENS,BaKiga,Africa,Farmer
11,5411000,5411000,6,2.22811,OR51M1,SENS,BaKiga,Africa,Farmer
11,5424000,5424000,13,0.780451,OR51J1,SENS,BaKiga,Africa,Farmer
11,5444000,5444000,4,1.32117,OR51Q1,SENS,BaKiga,Africa,Farmer
11,5452000,5452000,0,nan,OR51K1P,SENS,BaKiga,Africa,Farmer
11,5462000,5462000,8,-1.73924,OR51I1,SENS,BaKiga,Africa,Farmer
11,5475000,5475000,6,-1.39439,OR51I2,SENS,BaKiga,Africa,Farmer
11,5490000,5490000,0,nan,OR51A10P,SENS,BaKiga,Africa,Farmer
11,5510000,5510000,10,0.0718883,OR52D1,SENS,BaKiga,Africa,Farmer
11,5566000,5566000,13,0.00237599,OR52H1,SENS,BaKiga,Africa,Farmer
11,5573000,5573000,0,nan,OR52H2P,SENS,BaKiga,Africa,Farmer
11,5583000,5583000,0,nan,OR52B5P,SENS,BaKiga,Africa,Farmer
11,5588000,5588000,0,nan,OR52T1P,SENS,BaKiga,Africa,Farmer
11,5603000,5603000,0,nan,OR52B6,SENS,BaKiga,Africa,Farmer
11,5741000,5741000,0,nan,OR52U1P,SENS,BaKiga,Africa,Farmer
11,5748000,5748000,0,nan,OR52P1P,SENS,BaKiga,Africa,Farmer
11,5758000,5758000,9,-0.761775,OR56B1,SENS,BaKiga,Africa,Farmer
11,5776000,5776000,7,1.353,OR52N4,SENS,BaKiga,Africa,Farmer
11,5787000,5787000,0,nan,OR56B2P,SENS,BaKiga,Africa,Farmer
11,5799000,5799000,1,-1.08977,OR52N5,SENS,BaKiga,Africa,Farmer
11,5810000,5810000,0,nan,OR52N1,SENS,BaKiga,Africa,Farmer
11,5822000,5822000,0,nan,OR52N3P,SENS,BaKiga,Africa,Farmer
11,5842000,5842000,7,-0.144541,OR52N2,SENS,BaKiga,Africa,Farmer
11,5863000,5863000,2,1.16293,OR52E6,SENS,BaKiga,Africa,Farmer
11,5878000,5878000,4,-1.48084,OR52E8,SENS,BaKiga,Africa,Farmer
11,5896000,5896000,0,nan,OR52E7P,SENS,BaKiga,Africa,Farmer
11,5906000,5906000,9,1.83514,OR52E4,SENS,BaKiga,Africa,Farmer
11,5925000,5925000,0,nan,OR52Q1P,SENS,BaKiga,Africa,Farmer
11,5969000,5969000,1,-1.09883,OR56A3,SENS,BaKiga,Africa,Farmer
11,5989000,5989000,0,nan,OR56A5,SENS,BaKiga,Africa,Farmer
11,6008000,6008000,0,nan,OR52L1,SENS,BaKiga,Africa,Farmer
11,6024000,6024000,0,nan,OR56A4,SENS,BaKiga,Africa,Farmer
11,6048000,6048000,1,0.905431,OR56A1,SENS,BaKiga,Africa,Farmer
11,6079000,6079000,0,nan,OR52L2P,SENS,BaKiga,Africa,Farmer
11,6089000,6089000,0,nan,OR52X1P,SENS,BaKiga,Africa,Farmer
11,6150000,6150000,4,-0.392274,OR56B3P,SENS,BaKiga,Africa,Farmer
11,6173000,6173000,0,nan,OR52B1P,SENS,BaKiga,Africa,Farmer
11,6191000,6191000,2,-0.629361,OR52B2,SENS,BaKiga,Africa,Farmer
11,6790000,6790000,2,1.88922,OR2AG2,SENS,BaKiga,Africa,Farmer
11,6807000,6807000,0,nan,OR2AG1,SENS,BaKiga,Africa,Farmer
11,6816000,6816000,7,-1.00532,OR6A2,SENS,BaKiga,Africa,Farmer
11,6867000,6867000,7,-1.60314,OR10A5,SENS,BaKiga,Africa,Farmer
11,6891000,6891000,8,0.398525,OR10A2,SENS,BaKiga,Africa,Farmer
11,6898000,6898000,10,-1.10712,OR10A4,SENS,BaKiga,Africa,Farmer
11,6913000,6913000,11,-1.02805,OR2D2,SENS,BaKiga,Africa,Farmer
11,6943000,6943000,2,-0.980489,OR2D3,SENS,BaKiga,Africa,Farmer
11,7750000,7750000,0,nan,OR10AB1P,SENS,BaKiga,Africa,Farmer
11,7768000,7768000,0,nan,OR5P4P,SENS,BaKiga,Africa,Farmer
11,7795000,7795000,0,nan,OR5P1P,SENS,BaKiga,Africa,Farmer
11,7847000,7847000,5,0.0776099,OR5P3,SENS,BaKiga,Africa,Farmer
